732425|7|222.45
635763|7|240.46
9499330|7|250.25
2891792|7|125.55
8701474|7|270.00
3200437|7|241.05
3211354|7|165.05
7606951|7|176.45
9165385|7|180.50
9852648|7|230.25
7826806|7|263.05
5765387|7|220.09
3888614|8|240.21
1289706|9|460.22
929071|10|263.15
136761|10|205.60
6179469|10|175.05
64821|10|270.00
797235|11|221.50
7579235|11|120.45
5129912|11|125.22
9920625|11|200.45
5852467|12|245.05
9003178|12|260.32
4403179|12|190.76
1242092|12|265.08
2901158|12|195.20
683920|12|490.15
8236314|12|265.26
5700565|14|220.60
9132217|14|160.15
2655775|14|220.39
6828431|15|165.11
389570|15|240.48
3247762|15|190.86
1966607|17|120.12
6287839|17|490.10
7761613|17|222.30
7169386|19|190.87
8190466|19|130.65
5738143|19|187.10
5474226|19|170.30
7684119|21|215.28
4413660|21|165.45
9055798|22|165.08
9758407|22|215.30
6016365|22|255.10
5031032|22|140.40
4431653|22|180.03
5443420|22|120.30
2978064|22|215.17
7376138|22|215.52
1414406|22|222.35
2116281|22|130.60
5273059|22|190.75
6884496|22|265.09
9252010|22|155.43
8410490|22|170.20
9922573|22|195.20
4851470|22|275.30
5387257|22|156.35
5955175|22|240.72
7410979|22|156.30
2174100|22|215.13
707111|22|180.51
1042572|22|200.04
2314483|22|245.05
2933733|22|180.55
307981|22|225.90
2999253|22|222.65
395305|22|105.13
2163098|22|205.65
2011142|22|210.45
493268|25|470.05
5303866|25|178.10
300907|25|270.15
6928856|25|158.50
7586253|26|195.08
2767896|26|135.20
500144|27|145.10
3799638|27|255.15
4576083|27|170.55
8436139|28|180.03
8168305|29|156.30
549304|29|175.10
7010617|29|185.15
3291584|30|150.01
9814732|30|230.05
4036664|30|180.52
2477432|30|275.20
4634509|30|130.85
8258390|30|120.00
354561|30|215.15
9554136|30|178.25
5559617|30|190.70
6201401|34|240.65
7639258|34|240.46
4779294|35|220.71
8805119|35|125.26
289649|35|165.30
2872664|35|170.60
8245198|38|470.10
7813743|38|221.45
995167|38|222.40
9239001|39|120.06
1831997|39|222.65
258839|41|155.35
240419|41|210.10
3479095|41|145.45
1549442|41|177.10
748334|44|120.18
4722333|44|220.31
5711867|44|145.30
1604205|44|460.20
1223425|44|215.10
2943089|44|200.04
1933317|44|220.43
3918710|44|250.25
22681|44|165.06
2202482|44|120.16
6264300|49|190.70
1730679|49|200.55
8764047|49|160.05
8121171|49|145.45
3554809|53|220.76
6370654|53|130.96
6506404|55|220.73
8278012|55|125.21
3364003|55|230.32
2774759|55|245.15
5339904|57|490.20
3812146|59|240.50
5301100|59|105.10
2094449|60|490.47
8938161|60|215.57
9199505|60|130.52
3220324|60|222.40
8633569|60|496.03
2488873|60|225.15
8279576|60|165.30
8884164|61|170.05
9200032|61|222.45
7674605|61|230.20
9542666|61|265.14
897582|62|490.37
4940011|62|470.23
9520124|62|190.85
1269553|62|190.76
7953159|63|200.27
8972431|63|195.08
4366653|63|240.63
6003711|63|176.65
8212509|63|265.11
8834819|63|190.05
2682228|63|160.10
9557855|63|270.10
4419844|63|275.05
9395494|63|130.35
6081219|63|220.70
5486692|63|130.75
6303938|63|195.17
6025656|63|245.03
1441894|65|120.03
3129057|67|265.01
6621520|70|121.11
6175053|76|240.45
7255796|76|240.32
4722395|78|120.14
6955511|78|460.20
2824056|78|180.00
8083262|78|265.25
3451573|78|220.41
6856701|78|125.22
8862399|78|250.10
919558|78|145.30
9682418|78|190.23
7675312|78|130.30
1420697|78|235.07
9282320|78|205.20
9235845|79|265.14
8839394|80|125.11
1879006|84|120.18
3398135|84|240.60
7584402|84|260.00
4082373|84|220.76
1319189|84|215.22
719978|84|220.48
3302903|84|150.05
5502189|84|240.05
7019573|84|165.07
3305155|84|176.50
862811|84|190.72
8079056|84|165.40
2654317|87|240.50
7327113|87|242.10
725284|87|135.20
5150002|87|220.65
4769745|87|120.04
950938|87|158.50
1505955|87|180.55
5604207|87|120.04
2395271|87|400.03
8160525|87|185.15
1830214|87|145.23
5589945|87|215.80
8191638|88|125.26
6957706|88|490.45
3392864|91|240.06
2577619|91|120.06
352186|91|225.60
2249828|91|255.10
2354216|91|220.41
9356856|91|255.15
2474848|91|220.43
5159597|91|240.62
1408651|92|240.10
8276964|92|105.05
4638067|92|221.20
2572135|94|265.35
9705706|94|220.73
2548904|94|470.21
4336629|94|215.15
3283937|94|275.35
6990493|94|215.75
5926441|94|195.16
443431|94|195.05
2100827|94|175.40
7472632|94|240.15
5249828|94|200.30
1743180|94|190.35
7939551|96|220.46
3393822|96|220.46
4437790|96|220.46
822968|100|180.05
186854|100|221.05
8410591|100|220.03
3030234|100|105.15
1094427|100|180.56
669863|100|145.23
5257200|100|190.55
2315695|100|130.35
5571937|100|221.35
1995564|100|120.50
1337131|100|120.25
7740503|100|140.30
1047733|100|120.06
4558047|100|190.42
6913850|100|170.05
7079209|100|176.35
5790844|100|215.57
975141|100|220.50
4721157|100|220.03
7988571|100|225.55
1068392|100|100.08
5426354|100|125.45
1436034|100|145.12
6852688|100|120.55
9782283|100|240.71
192580|100|165.00
9683412|100|156.26
5249639|100|220.44
3529987|101|195.10
9201771|101|170.05
6415514|101|165.11
248012|101|180.52
4371339|101|242.15
8424262|101|165.52
3159927|101|490.30
7152156|101|225.10
7802264|101|220.09
7708660|101|170.55
8895486|101|200.22
6134186|101|235.22
4795891|101|190.23
5636221|102|187.10
273541|102|175.40
1866621|103|156.05
9010840|103|220.75
1188021|103|195.16
9174992|104|240.62
7447375|105|125.14
5909231|105|225.95
1929180|108|205.17
9509573|108|215.19
8735117|108|263.16
8150721|108|225.75
8934579|110|221.45
8505316|110|180.51
2193969|110|176.10
7453680|111|255.00
8207183|111|145.26
8188846|111|120.30
8956513|112|205.55
6711030|112|215.75
6314304|115|265.14
1944368|115|187.15
8512795|116|225.70
7403915|116|150.10
7193981|116|158.10
8971465|116|170.25
1302390|117|215.55
785090|118|205.15
1902872|118|200.30
8804232|118|158.25
6296991|118|190.81
6875535|118|260.05
1800336|118|470.24
9480859|118|490.50
9452381|118|190.30
5839442|118|496.05
9676050|118|255.17
6960393|118|175.45
7546641|118|215.75
6296596|118|260.24
4746003|118|170.47
8723513|118|240.30
4651808|118|265.14
6593927|118|240.65
1159278|118|265.09
8264376|118|230.32
9774285|118|180.50
941985|118|187.15
3837289|118|130.66
5023118|120|165.10
5052381|123|195.17
2901861|123|215.13
4560635|123|177.10
3690831|123|150.20
6499478|123|178.15
8600377|123|120.04
59972|123|145.70
5741815|123|145.22
8367155|123|215.60
1101439|123|135.10
8952349|123|215.66
6980665|123|165.10
3759940|123|145.23
4172142|123|230.03
7878297|123|155.42
5380530|123|490.37
6984965|123|170.47
6106896|123|230.40
5362514|123|156.05
5213650|123|221.45
7251153|123|263.15
7337811|123|215.13
9554788|123|221.10
2926601|123|240.06
9281303|123|260.20
7095792|123|225.05
9768781|123|240.73
7873668|123|265.11
1020038|125|145.60
2794059|125|105.15
8775339|128|176.50
9493724|128|235.06
7719009|128|179.11
1616662|128|175.10
8390887|128|265.25
1064164|128|130.20
6115533|128|130.55
8309421|128|120.25
7977844|128|265.03
6545431|128|185.00
2949933|128|225.80
2362392|129|215.19
3284148|130|225.85
7602067|132|120.05
2049772|132|215.25
4973187|135|200.30
7806051|135|190.20
6310484|136|221.15
3460421|136|105.10
2607326|136|180.52
4744902|136|190.78
774910|136|263.11
8806164|136|190.35
8006908|136|265.26
2868925|136|190.20
7795775|136|170.10
8024172|137|135.55
4350578|137|195.06
2541537|137|265.19
6936851|137|230.19
3337312|137|205.19
1982392|137|221.45
8933672|139|200.11
2142858|139|120.70
6693155|139|200.25
9181971|139|220.28
2104261|140|240.73
10276|140|225.85
8286312|141|205.15
9109842|141|175.45
7898729|142|205.20
7018045|142|195.00
3020487|142|120.55
7694929|142|275.25
3818028|145|222.65
9282222|145|175.10
854750|145|263.05
7709318|145|225.60
7022663|145|221.55
226720|145|120.55
1988566|145|215.28
8194790|149|275.34
308749|149|145.00
2969418|149|178.10
4151778|150|215.19
4997486|153|240.50
4887028|153|222.65
7490126|153|265.17
876065|153|250.55
6791324|153|120.60
1031921|153|115.01
2451866|153|130.75
7207455|153|215.16
2624706|153|200.00
3032467|153|241.05
9969074|153|140.35
1587968|153|165.08
5457876|153|158.45
4003094|154|165.50
3440399|155|240.55
8304866|155|150.15
9453287|155|177.15
2403649|159|215.52
4356868|162|200.20
7879190|162|265.17
5987552|162|225.60
1931699|163|220.60
5447998|163|220.75
5060981|163|177.15
8273046|163|170.40
7105241|165|158.30
1745694|165|240.63
7976123|165|265.16
450151|165|222.35
2638626|168|135.05
5561208|168|105.17
2317313|168|176.45
4816962|168|120.16
9913179|168|460.20
2584370|168|270.30
1719533|168|225.80
